ID;Name;Name2;Groesse;Typ;Beschreibung;Bereich;Ballspielplatz;Skater;Streetball;Latitude;Longitude
649;Sp Canisiusweg;Canisiusweg;981;2;2 - Wohngebietsspielplatz;B/C;;;;7.598613036695454; 51.940108387847083
650;Sp Nisinghoverweg;Nisinghoverweg;537;2;2 - Wohngebietsspielplatz;B/C;;;;7.627616743182394; 51.906034306499159
651;Sp Staufenstrasse;Staufenstrasse;473;2;2 - Wohngebietsspielplatz;B/C;;;;7.643632575718937; 51.965325508503497
652;Sp Dahlweg;Dahlweg;4474;4;4 - Zentraler Spielplatz;A+B/C;integriert;;;7.626156662622694; 51.943434829450112
653;Sp Seppenradeweg;Seppenradeweg;719;2;2 - Wohngebietsspielplatz;B/C;;;;7.6036589779805; 51.930272375800307
654;Sp Am Burloh;Am Burloh;750;2;2 - Wohngebietsspielplatz;B/C;;;;7.606028905270835; 51.994115850284601
656;Sp Gievenbachtal;Gievenbachtal;1237;4;4 - Zentraler Spielplatz;A+B/C;;;;7.570418892731576; 51.971578617114858
658;Sp Gr�ner Grund;Gr�ner Grund;2199;2;2 - Wohngebietsspielplatz;B/C;integriert;;;7.61386805306015; 51.941052852413776
659;Sp Meyerbeerstrasse;Meyerbeerstrasse;1500;3;3 - Alle Altersklassen;A;;;ja;7.579905073275307; 51.926941422827682
660;Sp Gr�ner Finger;Gr�ner Finger;233;3;3 - Alle Altersklassen;A;;ja;ja;7.570442579012815; 51.965341155654066
661;Sp Lindenbreie;Lindenbreie;1700;2;2 - Wohngebietsspielplatz;B/C;;;;7.567483493393469; 51.959112402181148
664;Sp Legdenweg-West;Legdenweg-West;1489;2;2 - Wohngebietsspielplatz;B/C;;ja;ja;7.563247296617039; 51.976497772893467
665;Sp Spichernstrasse;Spichernstrasse;2150;4;4 - Zentraler Spielplatz;A+B/C;integriert;;;7.623380266063701; 51.935780511157084
666;Sp Im Seihof;Im Seihof;1925;;;;;;;7.536517523634633; 51.956179208028608
667;Sp Scharnhorststrasse;Scharnhorststrasse;1072;2;2 - Wohngebietsspielplatz;B/C;;;;7.610917836753721; 51.952298173729012
668;Sp Westerheide             (Ballspielplatz);Westerheide             (Ballspielplatz);800;2;2 - Wohngebietsspielplatz;B/C;separat;;;7.675710806633995; 52.029235323586242
669;Sp Wacholderweg;Wacholderweg;748;2;2 - Wohngebietsspielplatz;B/C;;;;7.711303742915798; 52.001479610261576
670;Sp Zwi-Schulmann-Weg;Zwi-Schulmann-Weg;2000;2;2 - Wohngebietsspielplatz;B/C;;;;7.679959230327217; 51.933794570950738
671;Sp Gallenkamp;Gallenkamp;727;2;2 - Wohngebietsspielplatz;B/C;;;;7.663558633620285; 51.959234585953915
672;Sp Herdingstrasse;Herdingstrasse;1784;2;2 - Wohngebietsspielplatz;B/C;;;;7.627725525528201; 51.945879897745279
673;Sp Sch�rbusch;Sch�rbusch;944;2;2 - Wohngebietsspielplatz;B/C;;;;7.585977089163818; 51.929414306414564
674;Sp Goldaper Strasse;Goldaper Strasse;3048;2;2 - Wohngebietsspielplatz;B/C;integriert;;;7.545407714486176; 51.952082843952169
675;Sp Dirk-Von-Merveldt-Strasse;Dirk-Von-Merveldt-Strasse;2082;3;3 - Alle Altersklassen;A;integriert;;ja;7.72388495360215; 51.918927054643987
676;Sp Paul-Klee-Weg;Paul-Klee-Weg;1000;2;2 - Wohngebietsspielplatz;B/C;integriert;;;7.680042523904172; 51.901186742718806
677;Sp Dreizehnerstrasse;Dreizehnerstrasse;1475;3;3 - Alle Altersklassen;A;;;;7.610192439469442; 51.984251205935095
792;Sp Arnethstrasse;Arnethstrasse;386;1;1 - Kleinkindspielplatz;C;;;;7.592105742439185; 51.998884802688742
793;Sp Servatiiplatz;Servatiiplatz;764;2;2 - Wohngebietsspielplatz;B/C;;;;7.63466868945427; 51.960557190053116
794;Sp Verdistrasse;Verdistrasse;1205;2;2 - Wohngebietsspielplatz;B/C;;;;7.64593231531093; 51.911153818216754
795;Sp Diekbree;Diekbree;700;2;2 - Wohngebietsspielplatz;B/C;;;;7.70490687754622; 51.982426942307569
796;Sp Bockhorststrasse;Bockhorststrasse;486;2;2 - Wohngebietsspielplatz;B/C;;;;7.675245604966721; 51.90521347800879
797;Sp Streetballfl�che Normannenweg;Streetballfl�che Normannenweg;260;B;B;B;;;ja;7.669024078493094; 51.919065892722735
798;Sp Tengenkamp;Tengenkamp;2908;2;2 - Wohngebietsspielplatz;B/C;;;;7.607682000912219; 51.877262788228826
799;Sp Birkenheide I           (Ballspielplatz);Birkenheide I           (Ballspielplatz);2534;3;3 - Alle Altersklassen;A;separat;;;7.682884715854972; 51.921765335555989
800;Sp Heroldstrasse (Heidbusch);Heroldstrasse (Heidbusch);2700;4;4 - Zentraler Spielplatz;A+B/C;integriert;;;7.57415346131706; 51.919879143904524
804;Sp Potstiege;Potstiege;1021;2;2 - Wohngebietsspielplatz;B/C;;;;7.579681761888097; 51.964895620681112
805;Sp �berwasserschule;�berwasserschule;800;2;2 - Wohngebietsspielplatz;B/C;;;;7.620108354276115; 51.96471983228615
807;Sp Matthias-Claudius-Schule;Matthias-Claudius-Schule;329;2;2 - Wohngebietsspielplatz;B/C;;;;7.612129403523039; 51.938956129473766
808;Sp Zumsandeplatz;Zumsandeplatz;2392;4;4 - Zentraler Spielplatz;A+B/C;integriert;;;7.641613958215803; 51.959415082817912
810;Sp An Der Meerwiese-S�d;An Der Meerwiese-S�d;;;;;;;;7.648697234239671; 51.986110081757211
811;Sp Wichernstrasse;Wichernstrasse;1510;2;2 - Wohngebietsspielplatz;B/C;;;;7.624313436243672; 51.973280690114187
812;Sp Tresckowstrasse;Tresckowstrasse;800;2;2 - Wohngebietsspielplatz;B/C;;;ja;7.595183100375764; 51.934449955099545
813;Sp Martin-Luther-Schule;Martin-Luther-Schule;500;2;2 - Wohngebietsspielplatz;B/C;;;;7.627580598736032; 51.969705586969148
814;Sp Hans-Bredow-Weg;Hans-Bredow-Weg;5174;3;3 - Alle Altersklassen;A;;;;7.670941731838763; 51.957520491563386
815;Sp Heidk�ttersweg;Heidk�ttersweg;515;2;2 - Wohngebietsspielplatz;B/C;;;;7.592693406186735; 52.001507338192646
816;Sp Telgenweg;Telgenweg;1628;2;2 - Wohngebietsspielplatz;B/C;;;;7.713409412357649; 52.00066673561718
817;Sp Ossenkampstiege;Ossenkampstiege;694;2;2 - Wohngebietsspielplatz;B/C;;;;7.593027331896311; 51.935035420790804
818;Sp Am Bl�tenhain;Am Bl�tenhain;681;2;2 - Wohngebietsspielplatz;B/C;;;;7.527424913618818; 51.922405123103459
819;Sp Wierling;Wierling;1350;2;2 - Wohngebietsspielplatz;B/C;;;;7.522860341946898; 51.923291729298413
820;Sp Wiedeiken;Wiedeiken;830;2;2 - Wohngebietsspielplatz;B/C;;;;7.611733864205985; 51.87820046719964
824;Sp Falgerstrasse;Falgerstrasse;1600;2;2 - Wohngebietsspielplatz;B/C;integriert;;;7.63101263556857; 51.975992198822432
825;Sp Vivaldistrasse;Vivaldistrasse;;;;;;;;7.642613188281381; 51.980296826377504
826;Sp Arnikaweg;Arnikaweg;1560;2;2 - Wohngebietsspielplatz;B/C;;;;7.603726457972481; 51.88213250670367
829;Sp H�nenburg-Mitte;H�nenburg-Mitte;800;2;2 - Wohngebietsspielplatz;B/C;;;;7.622480054415096; 51.908643819490933
830;Sp Angelmodder Weg;Angelmodder Weg;1850;3;3 - Alle Altersklassen;A;integriert;;;7.690422869749497; 51.9279792483118
678;Sp Middelkamp (Alt: Osthuesheide);Middelkamp (Alt: Osthuesheide);497;2;2 - Wohngebietsspielplatz;B/C;;;;7.690541228475515; 51.911406563543871
679;Sp Fleigestrasse;Fleigestrasse;270;1;1 - Kleinkindspielplatz;C;;;;7.630784677024372; 51.906987968599985
680;Sp Besselweg;Besselweg;500;2;2 - Wohngebietsspielplatz;B/C;;;;7.578063794592358; 51.971428434826272
681;Sp An Der Alten Kirche;An Der Alten Kirche;4749;3;3 - Alle Altersklassen;A;integriert;;ja;7.632340355209959; 51.905046628841696
682;Sp Stettiner Strasse;Stettiner Strasse;1152;2;2 - Wohngebietsspielplatz;B/C;;;;7.646158373899481; 51.97180796523886
683;Sp Hohe Geest;Hohe Geest;2013;2;2 - Wohngebietsspielplatz;B/C;integriert;;;7.634778841514102; 51.915689905543864
684;Sp Hanses-Ketteler-Strasse;Hanses-Ketteler-Strasse;2598;4;4 - Zentraler Spielplatz;A+B/C;integriert;;;7.650504097032006; 51.904078706240199
685;Sp Hoppengarten-Nord       (Ballspielplatz);Hoppengarten-Nord       (Ballspielplatz);685;4;4 - Zentraler Spielplatz;A+B/C;separat;;;7.651462541790911; 51.97788176812837
686;Sp K�nigsberger Strasse;K�nigsberger Strasse;2894;4;4 - Zentraler Spielplatz;A+B/C;;;;7.64203501537513; 51.993169993149117
689;Sp Langeworth;Langeworth;645;2;2 - Wohngebietsspielplatz;B/C;;;;7.590090285621762; 51.997683278086043
690;Sp Pappelweg;Pappelweg;769;2;2 - Wohngebietsspielplatz;B/C;;;;7.655914203738619; 51.909281775312756
691;Sp Markweg;Markweg;407;2;2 - Wohngebietsspielplatz;B/C;;;;7.65301913655516; 51.980335321369751
692;Sp Ter-Borch-Strasse;Ter-Borch-Strasse;838;2;2 - Wohngebietsspielplatz;B/C;;;;7.619836757575556; 51.925672358798472
696;Sp Bainingstrasse;Bainingstrasse;2311;2;2 - Wohngebietsspielplatz;B/C;;ja;ja;7.625804115978746; 51.89637786432661
697;Sp An Der Konradkirche;An Der Konradkirche;1000;2;2 - Wohngebietsspielplatz;B/C;;;;7.678181296627523; 51.963147544173232
698;Sp Coerdeplatz             (Ballspielplatz);Coerdeplatz             (Ballspielplatz);560;4;4 - Zentraler Spielplatz;A+B/C;separat;;;7.629000899406577; 51.968463791744639
699;Sp Eichendorff-Schule;Eichendorff-Schule;1139;2;2 - Wohngebietsspielplatz;B/C;;;ja;7.696016664893906; 51.914541236207079
700;Sp Birkenheide Ii;Birkenheide Ii;2857;3;3 - Alle Altersklassen;A;;;;7.681190829629422; 51.921530667577478
701;Sp Martin-Niem�ller-Park;Martin-Niem�ller-Park;5100;4;4 - Zentraler Spielplatz;A+B/C;integriert;;;7.616650660403598; 51.972588789782421
702;Sp Stodtbrockweg           (Ballspielplatz);Stodtbrockweg           (Ballspielplatz);;;;;;;;7.534919163315341; 51.960141098375502
703;Sp Horstmarer Landweg;Horstmarer Landweg;1225;2;2 - Wohngebietsspielplatz;B/C;integriert;;;7.597924104210342; 51.970156408178731
704;Sp Jahnstrasse;Jahnstrasse;549;2;2 - Wohngebietsspielplatz;B/C;;;;7.613613124219793; 51.976705577980923
705;Sp Goldbrink;Goldbrink;785;2;2 - Wohngebietsspielplatz;B/C;;;;7.722426559372509; 51.92319854027852
706;Sp Herrenstrasse;Herrenstrasse;432;2;2 - Wohngebietsspielplatz;B/C;;;;7.731443519457565; 51.917372880795128
707;Sp Br�ningheide;Br�ningheide;170;1;1 - Kleinkindspielplatz;C;;;;7.594306541314605; 52.000681711562272
708;Sp Gigasstrasse;Gigasstrasse;899;2;2 - Wohngebietsspielplatz;B/C;;;;7.62013284160702; 51.928345299979867
709;Sp Zeppelinstrasse;Zeppelinstrasse;508;2;2 - Wohngebietsspielplatz;B/C;;;;7.631977237567994; 51.969163496919755
710;Sp Johanne-Walhorn-Weg;Johanne-Walhorn-Weg;580;2;2 - Wohngebietsspielplatz;B/C;;;;7.639049124633099; 51.963403148606744
711;Sp Gluckweg;Gluckweg;2230;4;4 - Zentraler Spielplatz;A+B/C;integriert;;;7.643281854348826; 51.982254926585661
712;Sp Kreuzschanze;Kreuzschanze;1382;2;2 - Wohngebietsspielplatz;B/C;;;;7.621970636344252; 51.968049232646038
713;Sp Kardinalstrasse;Kardinalstrasse;2345;4;4 - Zentraler Spielplatz;A+B/C;;;;7.644881314145805; 51.905991534513191
714;Sp Toppheideweg;Toppheideweg;5700;4;4 - Zentraler Spielplatz;A+B/C;;;;7.572167347799775; 51.975635473261406
715;Sp Drei Eichen, Nord;Drei Eichen, Nord;742;2;2 - Wohngebietsspielplatz;B/C;;;;7.713024269037617; 51.997336995011871
716;Sp Vossbusch;Vossbusch;1300;2;2 - Wohngebietsspielplatz;B/C;integriert;;;7.675626509359105; 51.953555595331572
717;Sp Theodor-Heuss-Strasse;Theodor-Heuss-Strasse;568;2;2 - Wohngebietsspielplatz;B/C;;;;7.693677319356044; 51.915521976842001
718;Sp Bodelschwinghschule;Bodelschwinghschule;422;2;2 - Wohngebietsspielplatz;B/C;;;;7.644703349524193; 51.959729285999373
719;Sp Gasselstiege - Nord;Gasselstiege - Nord;681;2;2 - Wohngebietsspielplatz;B/C;;;;7.609868225207057; 51.973084214210012
720;Sp T�mmersweg;T�mmersweg;1688;3?;3 - Alle Altersklassen?;A?;;;;7.618451230803753; 52.036155135921227
721;Sp Lechterstrasse;Lechterstrasse;491;2;2 - Wohngebietsspielplatz;B/C;;;;7.61735566002659; 51.926461182310419
722;Sp Am L�tkebach;Am L�tkebach;959;2;2 - Wohngebietsspielplatz;B/C;;;;7.656257651135801; 51.940645148245771
723;Sp Margaretenschule, Brentanoweg 18;Margaretenschule, Brentanoweg 18;540;2;2 - Wohngebietsspielplatz;B/C;;;ja;7.673973020251149; 51.952404504142088
724;Sp Zum Guten Hirten;Zum Guten Hirten;1043;2;2 - Wohngebietsspielplatz;B/C;;;;7.658687664419431; 51.963044097772624
725;Sp Laerer Landweg;Laerer Landweg;1271;2;2 - Wohngebietsspielplatz;B/C;integriert;;ja;7.668632180760475; 51.954941813755433
726;Sp Kranichweg;Kranichweg;660;2;2 - Wohngebietsspielplatz;B/C;;;;7.681118226815781; 51.930463994968285
727;Sp Mergelberg-Nord;Mergelberg-Nord;4500;3;3 - Alle Altersklassen;A;;ja;ja;7.560519485982389; 51.969417802519956
728;Sp Am K�mpken;Am K�mpken;2757;4;4 - Zentraler Spielplatz;A+B/C;integriert;;;7.526091398724774; 51.920509904886963
729;Sp Gustav-Freytag-/ Heinr.-Von-Kleist-Str.;Gustav-Freytag-/ Heinr.-Von-Kleist-Str.;1821;2;2 - Wohngebietsspielplatz;B/C;integriert;;;7.551272846290035; 51.992637620344468
